symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price
,90,toyota,gas,std,four,sedan,rwd,front,104.5,,66.5,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,20,24,15690
-1,?,toyota,gas,,four,wagon,rwd,front,104.5,187.8,66.5,54.1,,dohc,six,161,mpfi,3.27,3.35,,156,5200,19,24,15750
2,,volkswagen,diesel,std,two,sedan,fwd,front,,171.7,,55.7,2261,ohc,four,97,idi,3.01,3.4,23.0,,4800,37,46,7775
2,122,,gas,std,two,sedan,fwd,front,,171.7,65.5,55.7,2209,ohc,four,109,mpfi,,3.4,9.0,85,5250,27,,7975
2,94,volkswagen,diesel,std,,sedan,fwd,front,97.3,171.7,65.5,55.7,2264,ohc,four,97,idi,3.01,3.4,23.0,52,4800,37,46,7995
2,94,,gas,std,four,sedan,fwd,,97.3,171.7,65.5,55.7,2212,ohc,four,109,,3.19,,9.0,85,5250,27,34,8195
2,,volkswagen,,std,four,sedan,fwd,,97.3,171.7,65.5,55.7,2275,ohc,four,109,,3.19,3.4,9.0,85,5250,27,34,8495
2,,volkswagen,diesel,,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2319,,four,97,idi,3.01,3.4,,68,4500,37,42,9495
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100,5500,26,32,9995
3,?,volkswagen,gas,std,two,convertible,fwd,front,94.5,159.3,,,,ohc,,109,mpfi,3.19,3.4,8.5,90,5500,24,29,11595
,256,volkswagen,gas,std,two,,fwd,front,,165.7,64.0,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,,24,,9980
0,?,volkswagen,gas,std,four,sedan,,front,100.4,,66.9,55.1,2661,ohc,,136,,3.19,,8.5,,5500,19,,13295
0,?,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,180.2,66.9,,2579,ohc,four,97,idi,3.01,3.4,23.0,68,4500,,38,13845
0,?,volkswagen,gas,std,four,wagon,fwd,,100.4,183.1,66.9,55.1,2563,ohc,four,109,mpfi,3.19,,9.0,88,5500,25,31,12290
,,volvo,,,four,sedan,rwd,front,104.3,188.8,67.2,,2912,,four,141,mpfi,3.78,,9.5,114,5400,23,28,12940
-1,74,volvo,gas,std,four,wagon,,front,104.3,188.8,67.2,57.5,,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,
-2,103,volvo,gas,std,four,,rwd,front,104.3,188.8,67.2,56.2,2935,ohc,four,141,mpfi,3.78,3.15,,114,5400,24,28,15985
-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3042,,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,16515
-2,103,volvo,gas,turbo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,
-1,74,volvo,gas,turbo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3157,ohc,four,,mpfi,3.62,3.15,7.5,162,5100,17,22,18950
-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,,,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,,28,16845
-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.8,,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,19,25,
-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,18,23,
-1,95,volvo,diesel,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3217,ohc,six,,idi,3.01,3.4,23.0,106,4800,26,27,22470
-1,95,volvo,gas,turbo,,,rwd,front,109.1,188.8,68.9,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,19,25,22625
0,108,nissan,gas,std,four,wagon,fwd,front,100.4,184.6,66.5,56.1,3296,ohcv,six,,,,3.27,9.0,152,5200,17,22,14399
3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,,5200,19,24,15998
1,122,nissan,gas,std,four,sedan,fwd,front,94.5,165.3,63.8,54.5,1938,ohc,,97,2bbl,3.15,3.29,9.4,69,5200,31,,6849
1,?,bmw,gas,std,four,sedan,,front,103.5,189.0,66.9,55.7,3055,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,20,25,24565
1,231,nissan,gas,std,two,,rwd,front,,178.5,67.9,49.7,3139,ohcv,six,,mpfi,3.43,3.27,9.0,160,5200,19,25,18399
-1,?,,gas,std,four,sedan,rwd,,115.6,,71.7,56.5,3740,ohcv,eight,234,,3.46,3.1,8.3,155,4750,16,18,34184
,94,volkswagen,gas,std,four,sedan,fwd,,,171.7,65.5,55.7,2300,ohc,,109,mpfi,3.19,3.4,10.0,100,5500,26,,9995
0,,chevrolet,gas,std,four,sedan,fwd,front,94.5,,,52.0,1909,ohc,four,90,2bbl,3.03,3.11,,70,5400,38,43,6575
0,108,nissan,gas,std,four,wagon,fwd,front,100.4,184.6,66.5,56.1,3296,ohcv,six,181,mpfi,,3.27,9.0,152,,,22,
1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,167.3,63.8,50.8,1989,ohc,four,90,2bbl,2.97,3.23,9.4,,5500,31,38,6692
,?,mercedes-benz,,std,two,hardtop,rwd,front,112.0,199.2,72.0,55.4,3715,ohcv,eight,304,mpfi,3.8,3.35,8.0,184,4500,14,16,45400
-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,,68.9,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,18,23,21485
1,125,mitsubishi,gas,turbo,four,sedan,fwd,front,,172.4,65.4,51.6,,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,23,,9279
0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,,68.4,56.7,,l,four,,,3.7,3.52,21.0,95,4150,28,33,17950
0,106,nissan,gas,std,four,hatchback,fwd,front,97.2,173.4,65.2,54.7,2324,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200,27,34,8949
0,108,,gas,std,four,sedan,fwd,front,100.4,184.6,66.5,55.1,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200,19,25,13499
1,,toyota,gas,std,two,,fwd,,95.7,158.7,63.6,54.5,2040,,four,92,2bbl,3.05,3.03,,62,4800,31,38,6338
0,?,renault,gas,std,four,wagon,fwd,front,96.1,181.5,66.5,,2579,ohc,four,,mpfi,3.46,3.9,8.7,?,?,23,31,9295
0,85,subaru,gas,turbo,four,,4wd,,96.9,173.6,65.4,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,23,,11694
1,104,mazda,gas,std,two,hatchback,,front,93.1,159.1,64.2,54.1,1905,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,31,38,6795
,?,alfa-romero,gas,std,two,convertible,rwd,front,88.6,168.8,64.1,48.8,2548,,four,130,mpfi,,2.68,9.0,,5000,21,27,16500
1,125,,gas,turbo,,sedan,fwd,front,96.3,172.4,65.4,51.6,2403,ohc,four,110,spdi,3.17,3.46,7.5,,5500,23,30,9279
0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109,ohc,,98,2bbl,3.19,3.03,9.0,70,4800,30,37,7198
0,106,honda,gas,,two,hatchback,fwd,front,96.5,167.5,65.2,53.3,2236,ohc,,110,1bbl,3.15,3.58,9.0,86,5800,27,33,7895
1,?,porsche,gas,std,two,hatchback,rwd,front,98.4,175.7,72.3,50.5,3366,dohcv,,203,mpfi,3.94,,10.0,288,5750,17,28,?
0,?,volkswagen,gas,std,,sedan,fwd,,100.4,180.2,66.9,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,19,24,13295
2,94,volkswagen,,turbo,four,sedan,,front,97.3,171.7,65.5,55.7,2319,ohc,,,idi,3.01,3.4,23.0,68,4500,37,42,9495
0,81,chevrolet,gas,std,four,sedan,,front,,158.8,63.6,52.0,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70,,38,43,6575
0,91,toyota,gas,std,four,sedan,fwd,,95.7,166.3,64.4,53.0,2094,ohc,four,98,2bbl,,3.03,9.0,70,4800,38,47,7738
-1,,volvo,,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3217,ohc,six,145,idi,3.01,3.4,23.0,106,4800,26,27,22470
3,150,mazda,gas,std,two,hatchback,rwd,front,,169.0,65.7,49.6,2385,,two,70,,?,,9.4,101,6000,17,23,13645
1,118,dodge,gas,std,two,hatchback,fwd,front,,157.3,63.8,50.8,1876,ohc,four,90,2bbl,2.97,3.23,9.41,68,5500,37,41,5572
-1,137,mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2403,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9279
0,?,jaguar,gas,std,four,sedan,rwd,front,113.0,199.6,69.6,52.8,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176,4750,15,19,35550
3,150,mazda,gas,std,two,hatchback,rwd,front,95.3,169.0,65.7,49.6,2500,rotor,two,,mpfi,?,?,9.4,135,6000,16,23,15645
2,134,toyota,gas,std,two,hatchback,rwd,front,,176.2,65.6,52.0,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9989
2,94,volkswagen,diesel,turbo,four,sedan,,front,97.3,171.7,65.5,55.7,2319,,four,97,idi,3.01,3.4,,68,4500,37,42,
1,?,bmw,gas,std,,,rwd,front,103.5,189.0,66.9,55.7,3055,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,20,25,24565
3,?,volkswagen,gas,std,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,ohc,four,109,mpfi,3.19,3.4,,90,,24,29,11595
3,?,volkswagen,gas,std,two,convertible,fwd,front,,159.3,64.2,55.6,2254,,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,
-1,65,toyota,diesel,turbo,four,,fwd,front,102.4,175.6,66.5,54.9,2480,ohc,,110,idi,,3.35,22.5,73,4500,30,33,10698
3,?,volkswagen,gas,,two,convertible,fwd,front,94.5,,64.2,55.6,2254,ohc,four,109,mpfi,,3.4,8.5,90,5500,24,29,11595
1,104,mazda,gas,std,two,hatchback,fwd,front,93.1,159.1,64.2,54.1,1890,ohc,four,91,,3.03,3.15,9.0,68,5000,,31,5195
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,,3020,l,four,120,mpfi,3.46,,8.4,97,5000,19,24,11900
1,113,mazda,gas,std,four,sedan,fwd,front,93.1,166.8,64.2,54.1,1950,ohc,four,,2bbl,3.08,3.15,9.0,68,5000,31,38,7395
0,?,mazda,diesel,std,?,sedan,fwd,front,98.8,177.8,66.5,55.5,,ohc,four,122,idi,3.39,3.39,22.7,64,4650,36,42,
0,?,renault,gas,std,four,wagon,fwd,front,96.1,181.5,,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,?,?,23,31,9295
1,104,mazda,gas,std,two,hatchback,fwd,front,93.1,159.1,64.2,54.1,1890,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,30,31,5195
3,150,saab,gas,std,two,hatchback,fwd,front,,,66.5,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250,21,28,15040
0,81,chevrolet,gas,std,four,sedan,fwd,front,94.5,158.8,63.6,52.0,1909,,four,90,2bbl,,3.11,9.6,70,5400,38,,6575
3,142,mercedes-benz,,std,two,convertible,rwd,front,96.6,180.3,70.5,50.8,3685,ohcv,eight,234,mpfi,3.46,3.1,8.3,155,4750,16,,35056
,168,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300,dohc,four,98,mpfi,,3.08,9.4,112,6600,26,29,9538
0,,bmw,gas,,four,sedan,rwd,front,110.0,197.0,70.9,56.3,3505,ohc,,209,mpfi,3.62,3.39,8.0,182,5400,15,20,36880
2,?,renault,gas,std,two,,fwd,front,96.1,176.8,66.6,50.5,2460,,four,132,mpfi,3.46,3.9,8.7,?,?,23,31,9895
-1,137,mitsubishi,gas,std,,sedan,fwd,front,,172.4,65.4,51.6,2403,ohc,,110,spdi,3.17,3.46,7.5,116,5500,,30,9279
,129,,gas,std,two,,fwd,front,98.8,177.8,66.5,53.7,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,8845
0,188,bmw,gas,std,four,sedan,rwd,front,101.2,176.8,64.8,54.3,,ohc,,164,mpfi,,3.19,9.0,121,4250,21,28,21105
1,158,audi,gas,turbo,four,sedan,fwd,front,105.8,192.7,71.4,55.9,3086,ohc,,131,mpfi,3.13,,8.3,140,5500,17,20,
1,128,nissan,gas,std,two,sedan,fwd,front,94.5,165.3,63.8,54.5,1889,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,5499
1,104,mazda,gas,std,two,hatchback,fwd,front,93.1,159.1,64.2,54.1,1905,,four,91,2bbl,3.03,3.15,9.0,,5000,31,,6795
,?,porsche,gas,std,two,hatchback,rwd,,98.4,175.7,72.3,50.5,3366,dohcv,eight,203,,,,10.0,288,5750,17,28,?
3,?,mitsubishi,,turbo,two,hatchback,fwd,,95.9,173.2,66.3,50.2,2921,,four,156,spdi,3.59,3.86,7.0,145,5000,19,24,14869
1,128,nissan,gas,,two,sedan,fwd,,94.5,165.3,63.8,54.5,,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,6649
,?,peugot,diesel,turbo,four,wagon,rwd,front,114.2,,68.4,58.7,3430,l,four,152,,3.7,3.52,21.0,95,4150,25,25,13860
2,94,volkswagen,,turbo,four,sedan,,front,97.3,171.7,65.5,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500,37,42,9495
,103,volvo,gas,turbo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045,ohc,four,130,,3.62,3.15,7.5,162,5100,17,22,18420
2,134,toyota,gas,std,two,,rwd,front,98.4,176.2,65.6,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11549
1,?,audi,gas,std,four,wagon,fwd,front,105.8,192.7,71.4,55.7,,ohc,,136,mpfi,3.19,3.4,8.5,110,5500,19,25,18920
-1,65,toyota,diesel,turbo,four,sedan,fwd,front,102.4,,66.5,54.9,,ohc,four,110,,3.27,3.35,,73,4500,30,33,10698
1,101,honda,gas,std,two,hatchback,fwd,front,93.7,150.0,,52.6,1956,ohc,four,92,1bbl,2.91,3.41,9.2,76,6000,30,,7129
3,153,mitsubishi,gas,turbo,two,,fwd,front,96.3,173.0,65.4,49.4,2370,,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9959
1,168,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,29,34,8058
0,?,jaguar,gas,std,two,sedan,rwd,front,102.0,191.7,,47.8,3950,ohcv,twelve,326,mpfi,3.54,,11.5,262,5000,13,17,36000
0,,nissan,gas,std,four,sedan,fwd,front,100.4,184.6,66.5,55.1,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200,19,25,13499
2,?,renault,gas,std,two,hatchback,fwd,front,96.1,176.8,66.6,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,?,?,,31,9895
3,?,alfa-romero,gas,std,two,convertible,rwd,front,88.6,168.8,64.1,48.8,2548,dohc,four,130,mpfi,3.47,,9.0,,5000,21,27,16500
2,104,saab,gas,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2695,,four,121,mpfi,3.54,3.07,9.3,110,,21,28,12170
1,113,mazda,gas,std,four,,fwd,front,93.1,166.8,64.2,,1945,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,31,38,6695
3,194,nissan,,turbo,two,hatchback,rwd,front,91.3,170.7,67.9,49.7,3139,ohcv,six,181,,3.43,3.27,7.8,200,5200,17,23,19699
2,164,audi,gas,std,four,sedan,fwd,front,99.8,176.6,66.2,54.3,2337,ohc,four,109,mpfi,3.19,3.4,10.0,102,5500,24,,13950
1,113,mazda,gas,std,four,sedan,fwd,front,93.1,166.8,64.2,54.1,1945,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,31,38,6695
3,256,volkswagen,,,two,,fwd,front,94.5,165.7,64.0,51.4,2221,ohc,four,109,mpfi,,3.4,8.5,90,5500,24,29,9980
,102,subaru,gas,turbo,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2510,ohcf,four,108,mpfi,,,7.7,111,4800,24,29,11259
0,?,isuzu,,std,four,sedan,rwd,front,94.3,170.7,61.8,53.5,2337,ohc,four,,2bbl,3.31,3.23,8.5,78,4800,24,29,6785
0,91,toyota,gas,,four,hatchback,fwd,front,95.7,,64.4,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,28,34,8358
-1,,volvo,gas,turbo,four,,rwd,front,109.1,188.8,68.8,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,19,25,19045
3,?,volkswagen,gas,std,,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,ohc,four,109,mpfi,3.19,,8.5,90,5500,24,29,11595
0,188,bmw,gas,std,four,sedan,rwd,front,101.2,176.8,64.8,54.3,2765,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,21,28,21105
,128,nissan,gas,,two,sedan,fwd,front,94.5,165.3,63.8,54.5,1951,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7299
0,145,jaguar,gas,,,sedan,rwd,front,,199.6,69.6,52.8,4066,dohc,six,258,mpfi,3.63,,,176,4750,15,19,32250
1,?,bmw,gas,std,four,sedan,rwd,front,,189.0,66.9,55.7,3055,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,20,25,24565
-1,,volvo,gas,turbo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,,ohc,four,130,mpfi,3.62,3.15,7.5,162,,17,22,18950
,?,volkswagen,gas,std,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,11595
0,85,honda,gas,std,four,sedan,fwd,front,96.5,175.4,65.2,54.1,2304,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800,27,33,8845
3,153,mitsubishi,gas,std,two,hatchback,fwd,front,96.3,173.0,65.4,49.4,2328,ohc,four,122,2bbl,3.35,3.46,8.5,,5000,25,32,8499
0,?,peugot,diesel,turbo,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3430,,four,152,idi,,3.52,21.0,95,4150,,25,13860
1,104,mazda,gas,std,two,hatchback,fwd,front,,159.1,64.2,54.1,1905,ohc,four,91,2bbl,3.03,,9.0,68,5000,31,38,6795
1,118,dodge,gas,turbo,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,2128,ohc,,,mpfi,3.03,3.39,7.6,102,5500,24,30,7957
0,77,toyota,gas,std,four,wagon,fwd,front,95.7,169.7,63.6,59.1,2280,ohc,four,92,2bbl,,3.03,9.0,62,4800,31,37,6918
2,,volkswagen,diesel,,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68,4500,37,42,
,74,plymouth,gas,std,,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,ohc,four,,2bbl,3.35,3.46,8.5,88,5000,24,30,8921
0,85,honda,gas,std,four,sedan,fwd,front,,175.4,,54.1,2372,,four,110,1bbl,,3.58,,86,5800,27,33,10295
0,91,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2081,ohc,four,98,,3.19,3.03,9.0,70,4800,30,37,6938
1,?,bmw,gas,std,,sedan,rwd,,,189.0,,55.7,3055,,six,164,,3.31,3.19,9.0,121,4250,20,,24565
1,?,isuzu,gas,std,two,sedan,fwd,front,94.5,155.9,63.6,52.0,1874,ohc,four,90,,3.03,3.11,9.6,70,5400,38,43,?
0,115,mazda,gas,std,four,hatchback,fwd,front,98.8,177.8,66.5,55.5,2425,ohc,,122,2bbl,3.39,,8.6,84,4800,26,32,11245
-1,137,mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,,2403,ohc,four,110,spdi,3.17,3.46,,116,5500,23,30,9279
-1,93,mercedes-benz,diesel,turbo,four,sedan,,front,115.6,202.6,71.7,56.3,3770,,five,,idi,3.58,3.64,21.5,123,4350,,25,31600
1,158,audi,gas,turbo,four,sedan,fwd,front,105.8,192.7,71.4,55.9,3086,ohc,five,131,mpfi,3.13,3.4,8.3,140,5500,,20,23875
1,125,mitsubishi,gas,,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2403,ohc,four,110,,3.17,3.46,7.5,116,,23,30,9279
3,?,porsche,gas,std,two,convertible,rwd,rear,89.5,168.9,65.0,,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,,
2,104,saab,gas,std,four,,fwd,front,99.1,186.6,66.5,56.1,2758,ohc,four,121,,3.54,,9.3,,5250,21,28,15510
0,115,mazda,gas,std,four,sedan,fwd,front,98.8,177.8,66.5,55.5,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,10245
2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,,,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69,4900,31,36,5118
3,153,mitsubishi,,turbo,two,hatchback,fwd,front,96.3,,65.4,49.4,2370,ohc,four,110,spdi,3.17,,7.5,116,5500,23,30,9959
2,104,,gas,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,28,15510
0,91,toyota,gas,std,four,sedan,fwd,,95.7,166.3,,52.8,2140,ohc,,98,2bbl,3.19,3.03,,70,4800,28,34,9258
0,91,toyota,gas,std,four,sedan,fwd,,95.7,166.3,64.4,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,28,34,9258
,101,honda,gas,std,two,hatchback,fwd,front,93.7,150.0,64.0,52.6,1837,ohc,,79,1bbl,2.91,3.07,10.1,,5500,38,42,5399
1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,167.3,63.8,,2191,ohc,four,98,,2.97,,9.4,68,5500,31,38,7609
2,164,,gas,std,four,sedan,4wd,,,176.6,66.4,54.3,2824,,five,136,mpfi,3.19,3.4,8.0,115,5500,18,22,17450
0,85,honda,gas,std,,sedan,fwd,front,96.5,175.4,,54.1,2372,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800,27,33,10295
1,148,dodge,gas,turbo,?,,fwd,front,93.7,157.3,63.8,50.6,2191,,four,98,mpfi,3.03,3.39,7.6,102,5500,24,,8558
3,150,saab,gas,,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250,21,28,15040
-1,95,,gas,std,,sedan,,front,109.1,,68.9,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,16845
-1,?,mercedes-benz,gas,std,,sedan,rwd,front,115.6,202.6,71.7,56.5,3740,,eight,234,mpfi,3.46,3.1,8.3,155,4750,16,18,34184
0,192,bmw,gas,std,four,,rwd,front,101.2,176.8,64.8,,2395,ohc,four,108,mpfi,3.5,2.8,8.8,101,5800,23,29,16925
,91,toyota,,std,four,,fwd,front,95.7,166.3,64.4,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70,4800,28,34,8358
1,101,honda,gas,std,two,hatchback,fwd,front,93.7,150.0,64.0,,,ohc,,79,1bbl,2.91,3.07,10.1,60,5500,38,42,5399
0,145,jaguar,gas,std,four,sedan,rwd,front,113.0,199.6,,52.8,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176,4750,15,19,32250
,87,toyota,gas,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985,ohc,four,92,2bbl,3.05,,9.0,62,4800,35,39,5348
1,129,mazda,gas,std,two,hatchback,fwd,,98.8,177.8,66.5,53.7,,ohc,four,,2bbl,3.39,3.39,8.6,84,4800,26,32,10595
0,78,honda,gas,,four,wagon,fwd,front,96.5,157.1,63.9,58.3,2024,ohc,four,92,1bbl,2.92,3.41,9.2,,6000,30,34,7295
2,,nissan,gas,std,two,hardtop,fwd,front,95.1,162.4,63.8,53.3,2008,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,8249
2,134,toyota,gas,,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11549
0,108,,gas,std,four,sedan,fwd,front,100.4,184.6,,55.1,3060,ohcv,six,,mpfi,3.43,3.27,9.0,152,5200,19,25,13499
1,101,honda,gas,std,two,hatchback,,front,93.7,150.0,64.0,52.6,1956,ohc,four,92,1bbl,,3.41,,,6000,30,34,7129
0,?,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2579,ohc,four,97,idi,3.01,3.4,,,4500,33,38,13845
0,106,nissan,gas,std,four,sedan,,front,97.2,173.4,65.2,54.7,,ohc,four,120,2bbl,3.33,3.47,8.5,,5200,27,34,9549
-1,65,toyota,diesel,turbo,,,fwd,front,102.4,175.6,66.5,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500,30,33,10698
0,?,renault,gas,std,four,wagon,fwd,front,,181.5,,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,,?,23,31,9295
3,?,alfa-romero,gas,std,two,convertible,,front,88.6,168.8,64.1,48.8,2548,dohc,four,130,mpfi,3.47,2.68,9.0,111,5000,21,27,13495
2,164,audi,gas,std,four,sedan,4wd,front,99.4,176.6,66.4,54.3,2824,ohc,five,136,mpfi,3.19,3.4,8.0,115,5500,18,22,17450
0,102,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2145,ohcf,four,108,2bbl,3.62,,9.5,82,4800,32,37,7126
0,108,,gas,std,,wagon,fwd,front,100.4,184.6,66.5,56.1,3296,ohcv,six,181,,,3.27,9.0,152,5200,,22,
1,148,dodge,gas,std,four,,fwd,front,93.7,157.3,63.8,50.6,1989,ohc,four,,2bbl,2.97,3.23,9.4,68,5500,,38,7609
3,150,saab,gas,turbo,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160,5500,19,26,18150
1,?,bmw,gas,std,four,sedan,rwd,front,103.5,189.0,66.9,55.7,3055,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,20,,24565
1,128,,,std,,sedan,fwd,,94.5,165.3,63.8,54.5,1889,ohc,,97,,3.15,3.29,9.4,69,,31,37,5499
0,85,honda,gas,std,four,sedan,fwd,front,96.5,175.4,,54.1,2465,ohc,four,110,mpfi,3.15,3.58,9.0,,5800,24,28,12945
-1,74,plymouth,,std,four,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,ohc,four,122,2bbl,,3.46,8.5,88,5000,24,30,8921
-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3062,,four,,mpfi,3.78,3.15,9.5,114,5400,19,25,22625
3,,toyota,gas,std,two,,rwd,front,102.9,183.5,67.7,52.0,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,20,24,16558
0,115,mazda,gas,std,four,sedan,fwd,front,98.8,177.8,66.5,55.5,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800,26,32,10245
